player 1,player 2,winner,winner points,Total_points,depth
"{'apertura': {'corner': 0.4757, 'mob': 0.5831, 'stable': 0.3818, 'parity': 0.381, 'pos': 0.556}, 'medio': {'corner': 0.5114, 'mob': 0.3941, 'stable': 0.4854, 'parity': 0.6882, 'pos': 0.7352}, 'final': {'corner': 0.6288, 'mob': 0.4995, 'stable': 0.2711, 'parity': 0.606, 'pos': 0.4343}}",minimax,minimax,36,64,60
"{'apertura': {'corner': 0.4022, 'mob': 0.7119, 'stable': 0.3558, 'parity': 0.2119, 'pos': 0.3292}, 'medio': {'corner': 0.6862, 'mob': 0.2107, 'stable': 0.74, 'parity': 0.7265, 'pos': 0.8515}, 'final': {'corner': 0.3345, 'mob': 0.683, 'stable': 0.1762, 'parity': 0.7934, 'pos': 0.3006}}",minimax,minimax,54,64,60
"{'apertura': {'corner': 0.2332, 'mob': 0.615, 'stable': 0.3463, 'parity': 0.6896, 'pos': 0.2536}, 'medio': {'corner': 0.4992, 'mob': 0.3682, 'stable': 0.6237, 'parity': 0.5327, 'pos': 0.659}, 'final': {'corner': 0.426, 'mob': 0.75, 'stable': 0.3835, 'parity': 0.4852, 'pos': 0.1683}}",minimax,minimax,39,64,65
"{'apertura': {'corner': 0.3434, 'mob': 0.6392, 'stable': 0.3478235062765584, 'parity': 0.6155, 'pos': 0.2762}, 'medio': {'corner': 0.5972, 'mob': 0.2026, 'stable': 0.7174, 'parity': 0.5573, 'pos': 0.7165}, 'final': {'corner': 0.5171, 'mob': 0.6545, 'stable': 0.2821, 'parity': 0.5257, 'pos': 0.2769}}",minimax,minimax,45,64,60
"{'apertura': {'corner': 0.5029, 'mob': 0.9183, 'stable': 0.2094, 'parity': 0.1883, 'pos': 0.6954}, 'medio': {'corner': 0.4106, 'mob': 0.4461, 'stable': 0.6042, 'parity': 0.8592, 'pos': 0.4084}, 'final': {'corner': 0.5906, 'mob': 0.7796, 'stable': 0.4267, 'parity': 0.3204, 'pos': 0.54}}",minimax,minimax,54,64,60
"{'apertura': {'corner': 0.1944, 'mob': 0.7958, 'stable': 0.3743, 'parity': 0.0967, 'pos': 0.1513}, 'medio': {'corner': 0.8745, 'mob': 0.1503, 'stable': 0.9285, 'parity': 0.7906, 'pos': 0.9501}, 'final': {'corner': 0.127, 'mob': 0.8168, 'stable': 0.0081, 'parity': 0.8943, 'pos': 0.1401}}",minimax,minimax,48,64,60
"{'apertura': {'corner': 0.2898, 'mob': 0.7843, 'stable': 0.1845, 'parity': 0.5461, 'pos': 0.3703}, 'medio': {'corner': 0.5536, 'mob': 0.29, 'stable': 0.7438, 'parity': 0.6557, 'pos': 0.5442}, 'final': {'corner': 0.5413, 'mob': 0.7696, 'stable': 0.3233, 'parity': 0.3396, 'pos': 0.3163}}",minimax,minimax,54,62,60
"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",minimax,"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",43,64,60
"{'apertura': {'corner': 0.2895, 'mob': 0.5534, 'stable': 0.4681, 'parity': 0.5662, 'pos': 0.3764}, 'medio': {'corner': 0.4383, 'mob': 0.3557, 'stable': 0.5739, 'parity': 0.6306, 'pos': 0.6991}, 'final': {'corner': 0.3259, 'mob': 0.7043, 'stable': 0.4486, 'parity': 0.508, 'pos': 0.244}}",minimax,minimax,51,64,60
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,minimax,54,64,60
"{'apertura': {'corner': 0.2408, 'mob': 0.6896, 'stable': 0.3817, 'parity': 0.2322242047401596, 'pos': 0.2939}, 'medio': {'corner': 0.7649, 'mob': 0.2949, 'stable': 0.7793, 'parity': 0.7798, 'pos': 0.8543}, 'final': {'corner': 0.2931, 'mob': 0.6938, 'stable': 0.1095, 'parity': 0.7714, 'pos': 0.2185}}",minimax,minimax,50,62,60
"{'apertura': {'corner': 0.3304, 'mob': 0.7909, 'stable': 0.4443, 'parity': 0.2144, 'pos': 0.6577}, 'medio': {'corner': 0.6552, 'mob': 0.5807, 'stable': 0.3322, 'parity': 0.7088, 'pos': 0.3471}, 'final': {'corner': 0.5521, 'mob': 0.6761, 'stable': 0.077, 'parity': 0.5005, 'pos': 0.4843}}",minimax,minimax,47,64,63
"{'apertura': {'corner': 0.3447, 'mob': 0.6477, 'stable': 0.3725, 'parity': 0.2702, 'pos': 0.3829}, 'medio': {'corner': 0.6707, 'mob': 0.3251, 'stable': 0.6851, 'parity': 0.7478, 'pos': 0.8051}, 'final': {'corner': 0.3968, 'mob': 0.627, 'stable': 0.1935, 'parity': 0.721, 'pos': 0.2987}}",minimax,minimax,40,64,60
"{'apertura': {'corner': 0.4526, 'mob': 0.8151, 'stable': 0.2826, 'parity': 0.2001, 'pos': 0.5123}, 'medio': {'corner': 0.5484, 'mob': 0.3284, 'stable': 0.6721, 'parity': 0.7929, 'pos': 0.63}, 'final': {'corner': 0.4626, 'mob': 0.7313, 'stable': 0.3014, 'parity': 0.5569, 'pos': 0.4203}}",minimax,minimax,43,64,60
"{'apertura': {'corner': 0.2419, 'mob': 0.6746, 'stable': 0.4212, 'parity': 0.3315, 'pos': 0.2639}, 'medio': {'corner': 0.6564, 'mob': 0.253, 'stable': 0.7512, 'parity': 0.7106, 'pos': 0.8246}, 'final': {'corner': 0.2265, 'mob': 0.7606, 'stable': 0.2283, 'parity': 0.7011, 'pos': 0.192}}",minimax,minimax,42,64,60
"{'apertura': {'corner': 0.2656, 'mob': 0.6385, 'stable': 0.6242, 'parity': 0.4805, 'pos': 0.3428}, 'medio': {'corner': 0.2977, 'mob': 0.7349, 'stable': 0.2865, 'parity': 0.5227, 'pos': 0.6104}, 'final': {'corner': 0.1252, 'mob': 0.8957, 'stable': 0.5116, 'parity': 0.7225, 'pos': 0.1328}}",minimax,minimax,51,64,60
"{'apertura': {'corner': 0.4526, 'mob': 0.8151, 'stable': 0.2826, 'parity': 0.2001, 'pos': 0.5123}, 'medio': {'corner': 0.5484, 'mob': 0.3284, 'stable': 0.6721, 'parity': 0.7929, 'pos': 0.63}, 'final': {'corner': 0.4626, 'mob': 0.7313, 'stable': 0.3014, 'parity': 0.5569, 'pos': 0.4203}}",minimax,minimax,37,64,60
"{'apertura': {'corner': 0.2379, 'mob': 0.7844, 'stable': 0.5071, 'parity': 0.0532, 'pos': 0.4077}, 'medio': {'corner': 0.6174, 'mob': 0.3521, 'stable': 0.4683, 'parity': 0.5648, 'pos': 0.5911}, 'final': {'corner': 0.0948, 'mob': 0.8904, 'stable': 0.0536, 'parity': 0.7931, 'pos': 0.1486}}",minimax,minimax,35,64,60
"{'apertura': {'corner': 0.2871, 'mob': 0.5834, 'stable': 0.3891, 'parity': 0.3284, 'pos': 0.4365}, 'medio': {'corner': 0.6553, 'mob': 0.4395, 'stable': 0.6302, 'parity': 0.769, 'pos': 0.7586}, 'final': {'corner': 0.4591, 'mob': 0.5709, 'stable': 0.2109, 'parity': 0.6486, 'pos': 0.2968}}",minimax,minimax,48,64,61
"{'apertura': {'corner': 0.2419, 'mob': 0.6746, 'stable': 0.4212, 'parity': 0.3315, 'pos': 0.2639}, 'medio': {'corner': 0.6564, 'mob': 0.253, 'stable': 0.7512, 'parity': 0.7106, 'pos': 0.8246}, 'final': {'corner': 0.2265, 'mob': 0.7606, 'stable': 0.2283, 'parity': 0.7011, 'pos': 0.192}}",minimax,minimax,43,64,61
"{'apertura': {'corner': 0.1846799798846553, 'mob': 0.6839, 'stable': 0.4481, 'parity': 0.1908, 'pos': 0.4221}, 'medio': {'corner': 0.6363, 'mob': 0.3958, 'stable': 0.5493, 'parity': 0.6669, 'pos': 0.6748}, 'final': {'corner': 0.277, 'mob': 0.7307, 'stable': 0.1323, 'parity': 0.7208, 'pos': 0.2227}}",minimax,minimax,47,64,60
"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",minimax,"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",44,63,59
"{'apertura': {'corner': 0.3088, 'mob': 0.6872, 'stable': 0.4167, 'parity': 0.2714, 'pos': 0.5471}, 'medio': {'corner': 0.6552, 'mob': 0.5101, 'stable': 0.4812, 'parity': 0.7389, 'pos': 0.5529}, 'final': {'corner': 0.5056, 'mob': 0.6235, 'stable': 0.1439, 'parity': 0.5745, 'pos': 0.3906}}",minimax,"{'apertura': {'corner': 0.3088, 'mob': 0.6872, 'stable': 0.4167, 'parity': 0.2714, 'pos': 0.5471}, 'medio': {'corner': 0.6552, 'mob': 0.5101, 'stable': 0.4812, 'parity': 0.7389, 'pos': 0.5529}, 'final': {'corner': 0.5056, 'mob': 0.6235, 'stable': 0.1439, 'parity': 0.5745, 'pos': 0.3906}}",33,63,60
"{'apertura': {'corner': 0.3304, 'mob': 0.7909, 'stable': 0.4443, 'parity': 0.2144, 'pos': 0.6577}, 'medio': {'corner': 0.6552, 'mob': 0.5807, 'stable': 0.3322, 'parity': 0.7088, 'pos': 0.3471}, 'final': {'corner': 0.5521, 'mob': 0.6761, 'stable': 0.077, 'parity': 0.5005, 'pos': 0.4843}}",minimax,minimax,48,64,60
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,minimax,37,64,60
"{'apertura': {'corner': 0.3447, 'mob': 0.6477, 'stable': 0.3725, 'parity': 0.2702, 'pos': 0.3829}, 'medio': {'corner': 0.6707, 'mob': 0.3251, 'stable': 0.6851, 'parity': 0.7478, 'pos': 0.8051}, 'final': {'corner': 0.3968, 'mob': 0.627, 'stable': 0.1935, 'parity': 0.721, 'pos': 0.2987}}",minimax,minimax,42,63,59
"{'apertura': {'corner': 0.06555530843337166, 'mob': 0.7398, 'stable': 0.4112, 'parity': 0.1437, 'pos': 0.2867}, 'medio': {'corner': 0.7554, 'mob': 0.2731, 'stable': 0.7389, 'parity': 0.7288, 'pos': 0.8124}, 'final': {'corner': 0.202, 'mob': 0.7737, 'stable': 0.0702, 'parity': 0.8075, 'pos': 0.1814}}",minimax,minimax,46,62,61
"{'apertura': {'corner': 0.2176, 'mob': 0.7427, 'stable': 0.378, 'parity': 0.1645, 'pos': 0.2226}, 'medio': {'corner': 0.8197, 'mob': 0.2226, 'stable': 0.8539, 'parity': 0.7852, 'pos': 0.9022}, 'final': {'corner': 0.2101, 'mob': 0.7553, 'stable': 0.0588, 'parity': 0.8328, 'pos': 0.1793}}",minimax,minimax,34,64,65
"{'apertura': {'corner': 0.3574, 'mob': 0.6159, 'stable': 0.309, 'parity': 0.3176, 'pos': 0.4785}, 'medio': {'corner': 0.4524, 'mob': 0.4041, 'stable': 0.6915, 'parity': 0.7866, 'pos': 0.7579}, 'final': {'corner': 0.4168, 'mob': 0.638, 'stable': 0.424, 'parity': 0.5596, 'pos': 0.2641}}",minimax,minimax,40,63,59
"{'apertura': {'corner': 0.2399, 'mob': 0.7295, 'stable': 0.4642, 'parity': 0.1924, 'pos': 0.3358}, 'medio': {'corner': 0.6369, 'mob': 0.3025, 'stable': 0.6098, 'parity': 0.6377, 'pos': 0.7078}, 'final': {'corner': 0.1607, 'mob': 0.8255, 'stable': 0.1409, 'parity': 0.7471, 'pos': 0.1703}}",minimax,minimax,33,63,67
"{'apertura': {'corner': 0.1944, 'mob': 0.7958, 'stable': 0.3743, 'parity': 0.0967, 'pos': 0.1513}, 'medio': {'corner': 0.8745, 'mob': 0.1503, 'stable': 0.9285, 'parity': 0.7906, 'pos': 0.9501}, 'final': {'corner': 0.127, 'mob': 0.8168, 'stable': 0.0081, 'parity': 0.8943, 'pos': 0.1401}}",minimax,minimax,51,63,61
"{'apertura': {'corner': 0.2419, 'mob': 0.6746, 'stable': 0.4212, 'parity': 0.3315, 'pos': 0.2639}, 'medio': {'corner': 0.6564, 'mob': 0.253, 'stable': 0.7512, 'parity': 0.7106, 'pos': 0.8246}, 'final': {'corner': 0.2265, 'mob': 0.7606, 'stable': 0.2283, 'parity': 0.7011, 'pos': 0.192}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.2625, 'mob': 0.6839, 'stable': 0.4481, 'parity': 0.1908, 'pos': 0.4221}, 'medio': {'corner': 0.6363, 'mob': 0.3958, 'stable': 0.5493, 'parity': 0.6669, 'pos': 0.6748}, 'final': {'corner': 0.277, 'mob': 0.7307, 'stable': 0.1323, 'parity': 0.6404566203097031, 'pos': 0.2227}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.4526, 'mob': 0.8151, 'stable': 0.2826, 'parity': 0.2001, 'pos': 0.5123}, 'medio': {'corner': 0.5484, 'mob': 0.3284, 'stable': 0.6721, 'parity': 0.7929, 'pos': 0.63}, 'final': {'corner': 0.4626, 'mob': 0.7313, 'stable': 0.3014, 'parity': 0.5569, 'pos': 0.4203}}",minimax,minimax,45,64,60
"{'apertura': {'corner': 0.3704, 'mob': 0.6883, 'stable': 0.47, 'parity': 0.213, 'pos': 0.6038}, 'medio': {'corner': 0.5734, 'mob': 0.5006, 'stable': 0.306, 'parity': 0.5891, 'pos': 0.4672}, 'final': {'corner': 0.4279, 'mob': 0.7271, 'stable': 0.1146, 'parity': 0.639, 'pos': 0.3838}}",minimax,minimax,40,64,60
"{'apertura': {'corner': 0.2895, 'mob': 0.5534, 'stable': 0.4681, 'parity': 0.5662, 'pos': 0.3764}, 'medio': {'corner': 0.4383, 'mob': 0.3557, 'stable': 0.5739, 'parity': 0.6306, 'pos': 0.6991}, 'final': {'corner': 0.3259, 'mob': 0.7043, 'stable': 0.4486, 'parity': 0.508, 'pos': 0.244}}",minimax,"{'apertura': {'corner': 0.2895, 'mob': 0.5534, 'stable': 0.4681, 'parity': 0.5662, 'pos': 0.3764}, 'medio': {'corner': 0.4383, 'mob': 0.3557, 'stable': 0.5739, 'parity': 0.6306, 'pos': 0.6991}, 'final': {'corner': 0.3259, 'mob': 0.7043, 'stable': 0.4486, 'parity': 0.508, 'pos': 0.244}}",37,64,60
"{'apertura': {'corner': 0.2763, 'mob': 0.6109, 'stable': 0.5067, 'parity': 0.4044, 'pos': 0.3896}, 'medio': {'corner': 0.4765, 'mob': 0.5872, 'stable': 0.4583, 'parity': 0.6459, 'pos': 0.6845}, 'final': {'corner': 0.2922, 'mob': 0.7333, 'stable': 0.3613, 'parity': 0.6855, 'pos': 0.2148}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.2857, 'mob': 0.6855, 'stable': 0.4324, 'parity': 0.2311, 'pos': 0.4846}, 'medio': {'corner': 0.6458, 'mob': 0.4529, 'stable': 0.5152, 'parity': 0.7029, 'pos': 0.6139}, 'final': {'corner': 0.3913, 'mob': 0.6771, 'stable': 0.1381, 'parity': 0.6075, 'pos': 0.3066}}",minimax,minimax,53,53,54
"{'apertura': {'corner': 0.2419, 'mob': 0.6746, 'stable': 0.4212, 'parity': 0.3315, 'pos': 0.2639}, 'medio': {'corner': 0.6564, 'mob': 0.253, 'stable': 0.7512, 'parity': 0.7106, 'pos': 0.8246}, 'final': {'corner': 0.2265, 'mob': 0.7606, 'stable': 0.2283, 'parity': 0.7011, 'pos': 0.192}}",minimax,"{'apertura': {'corner': 0.2419, 'mob': 0.6746, 'stable': 0.4212, 'parity': 0.3315, 'pos': 0.2639}, 'medio': {'corner': 0.6564, 'mob': 0.253, 'stable': 0.7512, 'parity': 0.7106, 'pos': 0.8246}, 'final': {'corner': 0.2265, 'mob': 0.7606, 'stable': 0.2283, 'parity': 0.7011, 'pos': 0.192}}",60,61,59
"{'apertura': {'corner': 0.3088, 'mob': 0.6872, 'stable': 0.4167, 'parity': 0.2714, 'pos': 0.5471}, 'medio': {'corner': 0.6552, 'mob': 0.5101, 'stable': 0.4812, 'parity': 0.7389, 'pos': 0.5529}, 'final': {'corner': 0.5056, 'mob': 0.6235, 'stable': 0.1439, 'parity': 0.5745, 'pos': 0.3906}}",minimax,minimax,46,63,59
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,minimax,43,64,63
"{'apertura': {'corner': 0.2182, 'mob': 0.7352, 'stable': 0.3978, 'parity': 0.2141, 'pos': 0.2076}, 'medio': {'corner': 0.7654, 'mob': 0.2016, 'stable': 0.8398, 'parity': 0.7506, 'pos': 0.8873}, 'final': {'corner': 0.1768, 'mob': 0.7887, 'stable': 0.1182, 'parity': 0.7977, 'pos': 0.1661}}",minimax,minimax,40,64,61
"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",minimax,minimax,36,62,60
"{'apertura': {'corner': 0.3364, 'mob': 0.6347, 'stable': 0.4719, 'parity': 0.2011, 'pos': 0.486}, 'medio': {'corner': 0.5639, 'mob': 0.4081, 'stable': 0.4145, 'parity': 0.5682, 'pos': 0.631}, 'final': {'corner': 0.2903, 'mob': 0.7545, 'stable': 0.1422, 'parity': 0.709, 'pos': 0.253}}",minimax,minimax,44,61,60
"{'apertura': {'corner': 0.2895, 'mob': 0.5534, 'stable': 0.4681, 'parity': 0.5662, 'pos': 0.3764}, 'medio': {'corner': 0.4383, 'mob': 0.3557, 'stable': 0.5739, 'parity': 0.6306, 'pos': 0.6991}, 'final': {'corner': 0.3259, 'mob': 0.7043, 'stable': 0.4486, 'parity': 0.508, 'pos': 0.244}}",minimax,minimax,36,63,59
"{'apertura': {'corner': 0.4093, 'mob': 0.595, 'stable': 0.3044, 'parity': 0.3366, 'pos': 0.523}, 'medio': {'corner': 0.4053, 'mob': 0.4192, 'stable': 0.6444, 'parity': 0.7706, 'pos': 0.7333}, 'final': {'corner': 0.4687, 'mob': 0.6046, 'stable': 0.32574830527759346, 'parity': 0.5344, 'pos': 0.3042}}",minimax,minimax,33,63,62
"{'apertura': {'corner': 0.3024, 'mob': 0.6907, 'stable': 0.4351, 'parity': 0.1541, 'pos': 0.3507}, 'medio': {'corner': 0.683, 'mob': 0.2853, 'stable': 0.6041, 'parity': 0.63, 'pos': 0.7687}, 'final': {'corner': 0.2153, 'mob': 0.7975, 'stable': 0.0801, 'parity': 0.8359, 'pos': 0.2117}}",minimax,minimax,37,63,67
"{'apertura': {'corner': 0.2176, 'mob': 0.7427, 'stable': 0.378, 'parity': 0.1645, 'pos': 0.2226}, 'medio': {'corner': 0.8197, 'mob': 0.2226, 'stable': 0.8539, 'parity': 0.7852, 'pos': 0.9022}, 'final': {'corner': 0.2101, 'mob': 0.7553, 'stable': 0.0588, 'parity': 0.8328, 'pos': 0.1793}}",minimax,minimax,39,64,60
"{'apertura': {'corner': 0.2591, 'mob': 0.7774, 'stable': 0.3469, 'parity': 0.1719, 'pos': 0.3995}, 'medio': {'corner': 0.6519, 'mob': 0.3008, 'stable': 0.7055, 'parity': 0.7609, 'pos': 0.7212}, 'final': {'corner': 0.3323, 'mob': 0.7525, 'stable': 0.1858, 'parity': 0.6822, 'pos': 0.3009}}",minimax,minimax,53,64,61
"{'apertura': {'corner': 0.3304, 'mob': 0.7909, 'stable': 0.4443, 'parity': 0.2144, 'pos': 0.6577}, 'medio': {'corner': 0.6552, 'mob': 0.5807, 'stable': 0.3322, 'parity': 0.7088, 'pos': 0.3471}, 'final': {'corner': 0.5521, 'mob': 0.6761, 'stable': 0.077, 'parity': 0.5005, 'pos': 0.4843}}",minimax,minimax,38,64,60
"{'apertura': {'corner': 0.4022, 'mob': 0.7339528361603207, 'stable': 0.3403, 'parity': 0.3086, 'pos': 0.6604}, 'medio': {'corner': 0.3976, 'mob': 0.547, 'stable': 0.468, 'parity': 0.751, 'pos': 0.5043}, 'final': {'corner': 0.5464, 'mob': 0.6292, 'stable': 0.4078, 'parity': 0.4241, 'pos': 0.397}}",minimax,minimax,45,64,60
"{'apertura': {'corner': 0.2625, 'mob': 0.6839, 'stable': 0.4481, 'parity': 0.1908, 'pos': 0.4221}, 'medio': {'corner': 0.6363, 'mob': 0.3958, 'stable': 0.5493, 'parity': 0.6669, 'pos': 0.6748}, 'final': {'corner': 0.277, 'mob': 0.7307, 'stable': 0.1323, 'parity': 0.6404566203097031, 'pos': 0.2227}}",minimax,minimax,40,64,61
"{'apertura': {'corner': 0.4022, 'mob': 0.6665, 'stable': 0.3403, 'parity': 0.3086, 'pos': 0.6604}, 'medio': {'corner': 0.3976, 'mob': 0.547, 'stable': 0.468, 'parity': 0.751, 'pos': 0.5043}, 'final': {'corner': 0.5464, 'mob': 0.6292, 'stable': 0.4078, 'parity': 0.4241, 'pos': 0.397}}",minimax,"{'apertura': {'corner': 0.4022, 'mob': 0.6665, 'stable': 0.3403, 'parity': 0.3086, 'pos': 0.6604}, 'medio': {'corner': 0.3976, 'mob': 0.547, 'stable': 0.468, 'parity': 0.751, 'pos': 0.5043}, 'final': {'corner': 0.5464, 'mob': 0.6292, 'stable': 0.4078, 'parity': 0.4241, 'pos': 0.397}}",34,64,62
"{'apertura': {'corner': 0.2591, 'mob': 0.7774, 'stable': 0.3469, 'parity': 0.1719, 'pos': 0.3995}, 'medio': {'corner': 0.6519, 'mob': 0.3008, 'stable': 0.7055, 'parity': 0.7609, 'pos': 0.7212}, 'final': {'corner': 0.3323, 'mob': 0.7525, 'stable': 0.1858, 'parity': 0.6822, 'pos': 0.3009}}",minimax,minimax,40,63,63
"{'apertura': {'corner': 0.2176, 'mob': 0.7427, 'stable': 0.378, 'parity': 0.1645, 'pos': 0.2226}, 'medio': {'corner': 0.8197, 'mob': 0.2226, 'stable': 0.8539, 'parity': 0.7852, 'pos': 0.9022}, 'final': {'corner': 0.2101, 'mob': 0.7553, 'stable': 0.0588, 'parity': 0.8328, 'pos': 0.1793}}",minimax,minimax,40,63,63
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,minimax,41,64,68
"{'apertura': {'corner': 0.3304, 'mob': 0.7909, 'stable': 0.4443, 'parity': 0.2144, 'pos': 0.6577}, 'medio': {'corner': 0.6552, 'mob': 0.5807, 'stable': 0.3322, 'parity': 0.7088, 'pos': 0.3471}, 'final': {'corner': 0.5521, 'mob': 0.6761, 'stable': 0.077, 'parity': 0.5005, 'pos': 0.4843}}",minimax,"{'apertura': {'corner': 0.3304, 'mob': 0.7909, 'stable': 0.4443, 'parity': 0.2144, 'pos': 0.6577}, 'medio': {'corner': 0.6552, 'mob': 0.5807, 'stable': 0.3322, 'parity': 0.7088, 'pos': 0.3471}, 'final': {'corner': 0.5521, 'mob': 0.6761, 'stable': 0.077, 'parity': 0.5005, 'pos': 0.4843}}",40,61,59
"{'apertura': {'corner': 0.2182, 'mob': 0.7352, 'stable': 0.3978, 'parity': 0.2141, 'pos': 0.2076}, 'medio': {'corner': 0.7654, 'mob': 0.2016, 'stable': 0.8398, 'parity': 0.7506, 'pos': 0.8873}, 'final': {'corner': 0.1768, 'mob': 0.7887, 'stable': 0.1182, 'parity': 0.7977, 'pos': 0.1661}}",minimax,minimax,40,64,61
"{'apertura': {'corner': 0.277, 'mob': 0.6887, 'stable': 0.4249, 'parity': 0.1828, 'pos': 0.3543}, 'medio': {'corner': 0.6918, 'mob': 0.3154, 'stable': 0.6342, 'parity': 0.6767, 'pos': 0.7666}, 'final': {'corner': 0.2502, 'mob': 0.7549, 'stable': 0.1005, 'parity': 0.7709, 'pos': 0.2162}}",minimax,minimax,48,63,63
"{'apertura': {'corner': 0.348, 'mob': 0.6356, 'stable': 0.4641, 'parity': 0.2213, 'pos': 0.5173}, 'medio': {'corner': 0.5686, 'mob': 0.4366, 'stable': 0.3975, 'parity': 0.5862, 'pos': 0.6006}, 'final': {'corner': 0.3474, 'mob': 0.7277, 'stable': 0.1452, 'parity': 0.6925, 'pos': 0.2949}}",minimax,minimax,45,63,61
"{'apertura': {'corner': 0.2419, 'mob': 0.6746, 'stable': 0.4212, 'parity': 0.3315, 'pos': 0.2639}, 'medio': {'corner': 0.6564, 'mob': 0.253, 'stable': 0.7512, 'parity': 0.7106, 'pos': 0.8246}, 'final': {'corner': 0.2265, 'mob': 0.7606, 'stable': 0.2283, 'parity': 0.7011, 'pos': 0.192}}",minimax,minimax,49,64,60
"{'apertura': {'corner': 0.4022, 'mob': 0.7339528361603207, 'stable': 0.3403, 'parity': 0.3086, 'pos': 0.6604}, 'medio': {'corner': 0.3976, 'mob': 0.547, 'stable': 0.468, 'parity': 0.751, 'pos': 0.5043}, 'final': {'corner': 0.5464, 'mob': 0.6292, 'stable': 0.4078, 'parity': 0.4241, 'pos': 0.397}}",minimax,minimax,42,63,63
"{'apertura': {'corner': 0.3494, 'mob': 0.5742, 'stable': 0.3862, 'parity': 0.4514, 'pos': 0.4497}, 'medio': {'corner': 0.4218, 'mob': 0.3875, 'stable': 0.6091, 'parity': 0.7006, 'pos': 0.7162}, 'final': {'corner': 0.3973, 'mob': 0.6544, 'stable': 0.3872, 'parity': 0.5212, 'pos': 0.2741}}",minimax,minimax,46,64,61
"{'apertura': {'corner': 0.3226, 'mob': 0.661, 'stable': 0.4443, 'parity': 0.2362, 'pos': 0.5166}, 'medio': {'corner': 0.6096, 'mob': 0.4591, 'stable': 0.4478, 'parity': 0.6536, 'pos': 0.5919}, 'final': {'corner': 0.398, 'mob': 0.689, 'stable': 0.1431, 'parity': 0.6418, 'pos': 0.3218}}",minimax,minimax,43,64,61
